****** Levels
 5.66290579E+15      4.    3  'S II 4So 1'  0   0.  0
 -0.4973 -0.4156 -0.3035 -0.0595  0.0810  0.3244  1.0056  1.2903  1.5038  1.6671
  1.9674  2.0958  2.1677  2.1633  2.0760  1.9078  1.6636  1.3557  0.9946  0.2149
 -0.1051 -0.3107 -0.4161 -0.6158 -0.6857 -0.7468 -0.7965 -0.8336 -0.8810 -0.8991
 -0.9049 -0.9282 -2.8589
  18  34   1    170      0      0      0   7.771E-19   0.000E+00
 -0.0338 -0.0079  0.0503  0.0632  0.0826  0.0891  0.0956  0.1085  0.1150  0.1214
  0.1279  0.1344  0.1408  0.1473  0.1538  0.1602  0.1732  0.1796  0.1861  0.1926
  0.1990  0.2055  0.2120  0.2184  0.2249  0.2313  0.2378  0.2443  0.2507  0.2572
  0.2637  0.2701  0.2766  0.2831  0.2895  0.2960  0.3025  0.3089  0.3154  0.3219
  0.3283  0.3348  0.3413  0.3542  0.3607  0.3671  0.3736  0.3801  0.3865  0.3930
  0.3995  0.4059  0.4124  0.4189  0.4253  0.4318  0.4383  0.4447  0.4512  0.4577
  0.4641  0.4706  0.4771  0.4900  0.4965  0.5417  0.5805  0.6710  0.6969  1.1721
  0.7178  0.6315  0.3213  0.2524  0.1843  0.1645  0.1243  0.0020 -0.0314 -0.0464
 -0.0148  0.1173  0.2925  0.4564  0.5782  0.6599  0.7876  0.8319  0.8243  0.7419
  0.5779  0.3437  0.0743 -0.1633 -0.3117 -0.3822 -0.4000 -0.3780 -0.3088 -0.2079
 -0.0885  0.0420  0.1844  0.3457  0.5308  0.7273  0.9135  1.0744  1.1975  1.2856
  1.3470  1.3896  1.4154  1.4416  1.5083  1.6467  1.8161  1.9619  2.0594  2.1097
  2.1111  2.0906  2.0365  1.9455  1.8076  1.6304  1.4377  1.2797  1.2142  1.2239
  1.2426  1.2270  1.1698  1.0104  0.9566  0.7226  0.5469  0.0814 -0.0106 -1.4391
  19  34   1    166      0      0      0   9.087E-19   0.000E+00
 -0.0339 -0.0274 -0.0210 -0.0080  0.0372  0.1148  0.1277  0.1342  0.1407  0.1601
  0.1665  0.1730  0.1795  0.1924  0.1989  0.2053  0.2118  0.2183  0.2247  0.2312
  0.2377  0.2441  0.2506  0.2571  0.2635  0.2700  0.2765  0.2829  0.2894  0.2959
  0.3023  0.3088  0.3153  0.3217  0.3411  0.3476  0.3541  0.3605  0.3670  0.3735
  0.3799  0.3864  0.3929  0.3993  0.4058  0.4123  0.4187  0.4252  0.4317  0.4381
  0.4446  0.4510  0.4575  0.4640  0.4704  0.4769  0.4834  0.4963  0.5157  0.5286
  0.5480  0.5674  0.5933  0.6127  0.6450  1.1915
  0.7227  0.7316  0.7273  0.6862  0.5238  0.3047  0.2781  0.2719  0.2769  0.3538
  0.3648  0.3450  0.2968  0.1557  0.1041  0.0919  0.0964  0.1691  0.2631  0.3669
  0.4380  0.4590  0.4277  0.3532  0.2499  0.1374  0.0502 -0.0176 -0.0389 -0.0299
  0.0069  0.0698  0.1494  0.2450  0.5677  0.6897  0.8581  1.0778  1.3184  1.5475
  1.7530  1.9274  2.0589  2.1360  2.1554  2.1219  2.0438  1.9265  1.7693  1.5692
  1.3264  1.0509  0.7636  0.4972  0.2845  0.1395  0.0505 -0.0716 -0.2924 -0.4209
 -0.5750 -0.7101 -0.8674 -0.9623 -1.0802 -2.7233
  20  34   1    170      0      0      0   5.185E-19   0.000E+00
 -0.0340  0.0048  0.0177  0.0306  0.0371  0.0436  0.0500  0.0630  0.1147  0.1211
  0.1405  0.1470  0.1535  0.1599  0.1664  0.1729  0.1793  0.1858  0.1923  0.1987
  0.2052  0.2117  0.2181  0.2246  0.2311  0.2375  0.2440  0.2505  0.2569  0.2634
  0.2699  0.2763  0.2828  0.2957  0.3151  0.3216  0.3345  0.3410  0.3475  0.3539
  0.3669  0.3733  0.3798  0.3863  0.3927  0.3992  0.4057  0.4121  0.4186  0.4251
  0.4315  0.4380  0.4445  0.4574  0.4638  0.4703  0.4768  0.4832  0.4962  0.5026
  0.5156  0.5220  0.5350  0.5544  0.5738  0.5867  0.6061  0.6190  0.6837  1.1163
  0.4946  0.4024  0.3631  0.2709  0.1928  0.1045  0.0291 -0.0817 -0.2676 -0.2648
 -0.1947 -0.0672  0.0821  0.2034  0.2566  0.2372  0.1523  0.0214 -0.1269 -0.2314
 -0.1676 -0.0378  0.1425  0.3546  0.4894  0.5356  0.4947  0.3692  0.2287  0.1028
  0.0134  0.0151  0.0533  0.1572  0.3473  0.4217  0.5957  0.7007  0.8343  1.0047
  1.3977  1.5810  1.7366  1.8595  1.9540  2.0310  2.0971  2.1391  2.1328  2.0597
  1.9114  1.6956  1.4219  0.8095  0.5397  0.3265  0.1885  0.1127  0.0092 -0.0686
 -0.2516 -0.3239 -0.4300 -0.5856 -0.7747 -0.9032 -1.0468 -1.1068 -1.3070 -2.6073
  21  34   1    162      0      0      0   9.185E-19   0.000E+00
 -0.0360 -0.0101  0.0157  0.0287  0.0416  0.0480  0.0610  0.0868  0.1450  0.1515
  0.1709  0.1838  0.1903  0.1968  0.2032  0.2097  0.2162  0.2291  0.2356  0.2420
  0.2485  0.2550  0.2614  0.2679  0.2744  0.2808  0.2873  0.2938  0.3002  0.3067
  0.3132  0.3261  0.3455  0.3584  0.3649  0.3714  0.3843  0.3907  0.3972  0.4037
  0.4101  0.4166  0.4231  0.4295  0.4360  0.4425  0.4489  0.4554  0.4619  0.4748
  0.4813  0.4877  0.4942  0.5007  0.5136  0.5330  0.5524  0.5718  0.5977  0.6171
  0.6494  1.1806
  0.7833  0.6908  0.6175  0.5570  0.4879  0.4676  0.4499  0.3702  0.1519  0.1437
  0.1520  0.1719  0.1596  0.1210  0.0538 -0.0229 -0.0482  0.0601  0.1634  0.3025
  0.4056  0.4700  0.5017  0.5033  0.4667  0.3854  0.2661  0.1366  0.0303 -0.0272
 -0.0043  0.0817  0.3850  0.5502  0.6599  0.8426  1.3520  1.5784  1.7621  1.9077
  2.0195  2.0973  2.1375  2.1356  2.0863  1.9844  1.8265  1.6129  1.3520  0.7592
  0.4929  0.2904  0.1571  0.0707 -0.0715 -0.3034 -0.4888 -0.6429 -0.8100 -0.9105
 -1.0419 -2.6424
  22  34   1    178      0      0      0   8.503E-19   0.000E+00
 -0.0362 -0.0233 -0.0168 -0.0039  0.0091  0.0220  0.0285  0.0349  0.0414  0.0479
