****** Levels
   6  41   0   0   4      0      0   0.000E+00   5.000E-02
   6  42  -1   0   1      0      0   3.917E-02   2.000E-01
  F  1  7  0.  0.
   6  43   0   0   4      0      0   0.000E+00   5.000E-02
   6  44   0   0   4      0      0   0.000E+00   5.000E-02
   7   8   0   0   4      0      0   0.000E+00   5.000E-02
   7   9   0   0   4      0      0   0.000E+00   5.000E-02
   7  10   0   0   4      0      0   0.000E+00   5.000E-02
   7  11   0   0   4      0      0   0.000E+00   5.000E-02
   7  12   0   0   4      0      0   0.000E+00   5.000E-02
   7  13   0   0   4      0      0   0.000E+00   5.000E-02
   7  14   0   0   4      0      0   0.000E+00   5.000E-02
   7  15   0   0   4      0      0   0.000E+00   5.000E-02
   7  16   0   0   4      0      0   0.000E+00   5.000E-02
   7  17   0   0   4      0      0   0.000E+00   5.000E-02
   7  18   0   0   4      0      0   0.000E+00   5.000E-02
   7  19   0   0   4      0      0   0.000E+00   5.000E-02
   7  20   0   0   4      0      0   0.000E+00   5.000E-02
   7  21   0   0   4      0      0   0.000E+00   5.000E-02
   7  22   0   0   4      0      0   0.000E+00   5.000E-02
   7  23   0   0   4      0      0   0.000E+00   5.000E-02
   7  24  -1   0   1      0      0   7.333E-02   7.000E-01
  F  1  7  0.  0.
   7  25   0   0   4      0      0   0.000E+00   5.000E-02
   7  26   0   0   4      0      0   0.000E+00   5.000E-02
   7  27   0   0   4      0      0   0.000E+00   5.000E-02
   7  28   0   0   4      0      0   0.000E+00   5.000E-02
   7  29  -1   0   1      0      0   4.066E-02   2.000E-01
  F  1  7  0.  0.
   7  30   0   0   4      0      0   0.000E+00   5.000E-02
   7  31  -1   0   1      0      0   7.494E-03   2.000E-01
  F  1  7  0.  0.
   7  32   0   0   4      0      0   0.000E+00   5.000E-02
   7  33   0   0   4      0      0   0.000E+00   5.000E-02
   7  34  -1   0   1      0      0   1.399E-01   2.000E-01
  F  1  7  0.  0.
   7  35   0   0   4      0      0   0.000E+00   5.000E-02
   7  36  -1   0   1      0      0   1.728E-01   2.000E-01
  F  1  7  0.  0.
   7  37   0   0   4      0      0   0.000E+00   5.000E-02
   7  38   0   0   4      0      0   0.000E+00   5.000E-02
   7  39   0   0   4      0      0   0.000E+00   5.000E-02
   7  40  -1   0   1      0      0   7.187E-02   2.000E-01
  F  1  7  0.  0.
   7  41   0   0   4      0      0   0.000E+00   5.000E-02
   7  42   0   0   4      0      0   0.000E+00   5.000E-02
   7  43  -1   0   1      0      0   6.120E-02   2.000E-01
  F  1  7  0.  0.
   7  44   0   0   4      0      0   0.000E+00   5.000E-02
   8   9   0   0   4      0      0   0.000E+00   5.000E-02
   8  10   0   0   4      0      0   0.000E+00   5.000E-02
   8  11   0   0   4      0      0   0.000E+00   5.000E-02
   8  12   0   0   4      0      0   0.000E+00   5.000E-02
   8  13   0   0   4      0      0   0.000E+00   5.000E-02
   8  14   0   0   4      0      0   0.000E+00   5.000E-02
   8  15   0   0   4      0      0   0.000E+00   5.000E-02
   8  16   0   0   4      0      0   0.000E+00   5.000E-02
   8  17   0   0   4      0      0   0.000E+00   5.000E-02
   8  18   0   0   4      0      0   0.000E+00   5.000E-02
   8  19   0   0   4      0      0   0.000E+00   5.000E-02
   8  20   0   0   4      0      0   0.000E+00   5.000E-02
   8  21   0   0   4      0      0   0.000E+00   5.000E-02
   8  22   0   0   4      0      0   0.000E+00   5.000E-02
   8  23   0   0   4      0      0   0.000E+00   5.000E-02
   8  24   0   0   4      0      0   0.000E+00   5.000E-02
   8  25   0   0   4      0      0   0.000E+00   5.000E-02
   8  26   0   0   4      0      0   0.000E+00   5.000E-02
   8  27   0   0   4      0      0   0.000E+00   5.000E-02
   8  28  -1   0   1      0      0   9.190E-02   2.000E-01
  F  1  7  0.  0.
   8  29   0   0   4      0      0   0.000E+00   5.000E-02
   8  30  -1   0   1      0      0   3.160E-01   2.000E-01
  F  1  7  0.  0.
   8  31   0   0   4      0      0   0.000E+00   5.000E-02
   8  32   0   0   4      0      0   0.000E+00   5.000E-02
   8  33   0   0   4      0      0   0.000E+00   5.000E-02
   8  34   0   0   4      0      0   0.000E+00   5.000E-02
   8  35   0   0   4      0      0   0.000E+00   5.000E-02
   8  36   0   0   4      0      0   0.000E+00   5.000E-02
   8  37   0   0   4      0      0   0.000E+00   5.000E-02
   8  38  -1   0   1      0      0   1.958E-01   2.000E-01
  F  1  7  0.  0.
   8  39   0   0   4      0      0   0.000E+00   5.000E-02
   8  40   0   0   4      0      0   0.000E+00   5.000E-02
   8  41  -1   0   1      0      0   6.763E-02   2.000E-01
  F  1  7  0.  0.
   8  42   0   0   4      0      0   0.000E+00   5.000E-02
   8  43   0   0   4      0      0   0.000E+00   5.000E-02
   8  44  -1   0   1      0      0   2.966E-01   2.000E-01
  F  1  7  0.  0.
   9  10   0   0   4      0      0   0.000E+00   5.000E-02
   9  11   0   0   4      0      0   0.000E+00   5.000E-02
   9  12   0   0   4      0      0   0.000E+00   5.000E-02
   9  13   0   0   4      0      0   0.000E+00   5.000E-02
   9  14   0   0   4      0      0   0.000E+00   5.000E-02
   9  15   0   0   4      0      0   0.000E+00   5.000E-02
   9  16   0   0   4      0      0   0.000E+00   5.000E-02
   9  17   0   0   4      0      0   0.000E+00   5.000E-02
   9  18   0   0   4      0      0   0.000E+00   5.000E-02
   9  19   0   0   4      0      0   0.000E+00   5.000E-02
   9  20   0   0   4      0      0   0.000E+00   5.000E-02
   9  21   0   0   4      0      0   0.000E+00   5.000E-02
   9  22   0   0   4      0      0   0.000E+00   5.000E-02
   9  23   0   0   4      0      0   0.000E+00   5.000E-02
   9  24   0   0   4      0      0   0.000E+00   5.000E-02
   9  25   0   0   4      0      0   0.000E+00   5.000E-02
   9  26   0   0   4      0      0   0.000E+00   5.000E-02
   9  27   0   0   4      0      0   0.000E+00   5.000E-02
   9  28   0   0   4      0      0   0.000E+00   5.000E-02
   9  29  -1   0   1      0      0   1.118E-01   2.000E-01
  F  1  7  0.  0.
   9  30   0   0   4      0      0   0.000E+00   5.000E-02
   9  31  -1   0   1      0      0   9.048E-03   2.000E-01
  F  1  7  0.  0.
   9  32   0   0   4      0      0   0.000E+00   5.000E-02
   9  33   0   0   4      0      0   0.000E+00   5.000E-02
   9  34  -1   0   1      0      0   3.524E-07   2.000E-01
  F  1  7  0.  0.
   9  35   0   0   4      0      0   0.000E+00   5.000E-02
   9  36  -1   0   1      0      0   1.630E-01   2.000E-01
  F  1  7  0.  0.
   9  37   0   0   4      0      0   0.000E+00   5.000E-02
   9  38   0   0   4      0      0   0.000E+00   5.000E-02
   9  39   0   0   4      0      0   0.000E+00   5.000E-02
   9  40  -1   0   1      0      0   2.237E-01   2.000E-01
  F  1  7  0.  0.
   9  41   0   0   4      0      0   0.000E+00   5.000E-02
   9  42   0   0   4      0      0   0.000E+00   5.000E-02
   9  43  -1   0   1      0      0   1.152E-01   2.000E-01
  F  1  7  0.  0.
   9  44   0   0   4      0      0   0.000E+00   5.000E-02
  10  11   0   0   4      0      0   0.000E+00   5.000E-02
  10  12   0   0   4      0      0   0.000E+00   5.000E-02
  10  13   0   0   4      0      0   0.000E+00   5.000E-02
  10  14   0   0   4      0      0   0.000E+00   5.000E-02
  10  15   0   0   4      0      0   0.000E+00   5.000E-02
  10  16   0   0   4      0      0   0.000E+00   5.000E-02
  10  17   0   0   4      0      0   0.000E+00   5.000E-02
  10  18   0   0   4      0      0   0.000E+00   5.000E-02
  10  19   0   0   4      0      0   0.000E+00   5.000E-02
  10  20   0   0   4      0      0   0.000E+00   5.000E-02
  10  21   0   0   4      0      0   0.000E+00   5.000E-02
  10  22   0   0   4      0      0   0.000E+00   5.000E-02
  10  23   0   0   4      0      0   0.000E+00   5.000E-02
  10  24   0   0   4      0      0   0.000E+00   5.000E-02
  10  25   0   0   4      0      0   0.000E+00   5.000E-02
  10  26   0   0   4      0      0   0.000E+00   5.000E-02
  10  27   0   0   4      0      0   0.000E+00   5.000E-02
  10  28   0   0   4      0      0   0.000E+00   5.000E-02
  10  29  -1   0   1      0      0   1.248E-01   2.000E-01
  F  1  7  0.  0.
  10  30   0   0   4      0      0   0.000E+00   5.000E-02
  10  31   0   0   4      0      0   0.000E+00   5.000E-02
  10  32   0   0   4      0      0   0.000E+00   5.000E-02
  10  33   0   0   4      0      0   0.000E+00   5.000E-02
  10  34  -1   0   1      0      0   2.700E-05   2.000E-01
  F  1  7  0.  0.
  10  35   0   0   4      0      0   0.000E+00   5.000E-02
  10  36  -1   0   1      0      0   2.475E-01   2.000E-01
  F  1  7  0.  0.
  10  37   0   0   4      0      0   0.000E+00   5.000E-02
  10  38   0   0   4      0      0   0.000E+00   5.000E-02
  10  39   0   0   4      0      0   0.000E+00   5.000E-02
  10  40  -1   0   1      0      0   1.539E-01   2.000E-01
  F  1  7  0.  0.
  10  41   0   0   4      0      0   0.000E+00   5.000E-02
  10  42   0   0   4      0      0   0.000E+00   5.000E-02
  10  43  -1   0   1      0      0   9.709E-03   2.000E-01
  F  1  7  0.  0.
  10  44   0   0   4      0      0   0.000E+00   5.000E-02
  11  12   0   0   4      0      0   0.000E+00   5.000E-02
  11  13   0   0   4      0      0   0.000E+00   5.000E-02
  11  14   0   0   4      0      0   0.000E+00   5.000E-02
