****** Levels
 1.1418197E+16       2.    3  'S IV 2Po 1'  0   0.  0
  0.3168  0.3233  0.3297  0.3427  0.3491  0.3556  0.3815  0.4009  0.4267  0.4785
  0.5302  0.5884  0.6595  0.7177  1.2754
  0.3054  0.2918  0.2381  0.2014  0.2741  0.7995  1.0816  1.3532  1.5237  1.5961
  1.5835  1.5117  1.4242  1.3572  1.2274  1.1775  1.1218  1.0204  0.8875  0.7720
  0.7125  0.6445  0.6406  0.6677  0.7655  0.7970  0.7956  0.7480  0.6552  0.5408
  0.4552  0.4411  0.5156  0.5194  0.4895  0.4144  0.3094  0.2155  0.2078  0.2664
  0.2610  0.2341  0.1940  0.0937  0.0543  0.0286 -0.0222 -0.0508 -0.1294 -0.2337
 -0.3428 -0.4477 -0.5718 -0.7388 -2.4142
  20  39   1    116      0      0      0   3.409E-20   0.000E+00
  0.1966  0.2289  0.2418  0.2548  0.2612  0.2871  0.3000  0.3194  0.3453  0.3712
  0.4423  0.5781  0.6298  0.6815  0.7139  1.3051
 -0.7684 -0.6764 -0.6458 -0.6381 -0.6412 -0.6102 -0.6261 -0.6616 -0.6857 -0.6985
 -0.7780 -0.9811 -1.0439 -1.0976 -1.1839 -2.9602
  21  39   1    172      0      0      0   4.421E-18   0.000E+00
 -0.0706 -0.0641 -0.0447 -0.0383 -0.0318 -0.0254 -0.0189 -0.0124 -0.0060  0.0005
  0.0070  0.0134  0.0199  0.0264  0.0328  0.0393  0.0458  0.0522  0.0587  0.0652
  0.0716  0.0781  0.0846  0.0910  0.0975  0.1040  0.1169  0.1234  0.1298  0.1363
  0.1428  0.1492  0.1557  0.1622  0.1686  0.1751  0.1816  0.1880  0.1945  0.2010
  0.2074  0.2139  0.2204  0.2268  0.2333  0.2398  0.2462  0.2527  0.2592  0.2721
  0.2980  0.3109  0.3303  0.3432  0.3561  0.3626  0.3691  0.3755  0.3820  0.3885
  0.3949  0.4079  0.4143  0.4208  0.4337  0.4402  0.4661  0.5307  0.6730  0.6924
  0.7635  1.3031
 -0.1914 -0.1872 -0.1254 -0.1195 -0.0931  0.0819  0.4523  0.8468  1.1581  1.3606
  1.4541  1.4433  1.3386  1.1698  1.0357  1.1399  1.4354  1.7134  1.8982  1.9761
  1.9484  1.8193  1.5998  1.3224  1.1011  1.1024  1.3757  1.4766  1.5521  1.5999
  1.6023  1.5413  1.4066  1.1964  0.9166  0.5945  0.3282  0.2756  0.3955  0.5491
  0.6875  0.7923  0.8613  0.8731  0.8284  0.7478  0.6497  0.5688  0.5135  0.4544
  0.3713  0.3244  0.2965  0.2502  0.1993  0.1937  0.2089  0.2346  0.2495  0.2377
  0.1977  0.0963  0.0695  0.0629  0.0707  0.0664  0.0111 -0.0808 -0.2399 -0.2698
 -0.4767 -2.0979
  22  39   1    153      0      0      0   3.293E-19   0.000E+00
 -0.0732 -0.0215  0.0044  0.0109  0.0173  0.0238  0.0303  0.0367  0.0432  0.0497
